RawInputStyle,gold_vendor_normalized,gold_category,amount,gold_tags
Realme Pvt. Mobile Dev PO-9955 214K,Realme Pvt. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),214000.0,
Appl Inc. Comm Tools PO-1727 687M,Apple Inc.,Communication Equipment > Tools (UNSPSC: 43191500),687000000.0,
Appl Inc. Mobile Dev PO-9307 669K,Apple Inc.,Mobile Devices > Smartphones (UNSPSC: 43191501),669000.0,
Samsng Ltd. Mobile Dev PO-4614 854M,Samsung Electronics Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),854000000.0,
Oppo Co. Comm Tools PO-5619 975K,OPPO Electronics Corp.,Communication Equipment > Tools (UNSPSC: 43191500),975000.0,
Redmi Intl. IT Eqpt PO-7425 940M,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),940000000.0,
Oppo Co. Smart Gadgets PO-2833 4M,OPPO Electronics Corp.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),4000000.0,
Oppo Co. Mobile Dev PO-9397 460M,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),460000000.0,
Samsng Ltd. Smart Gadgets PO-5621 160K,Samsung Electronics Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),160000.0,
iQOO Ltd. Mobile Dev PO-8463 403K,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),403000.0,
Samsng Ltd. Comm Tools PO-5958 812K,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),812000.0,
Realme Pvt. Comm Tools PO-9144 428K,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),428000.0,
Redmi Intl. IT Eqpt PO-8888 991M,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),991000000.0,
Vivo Corp. IT Eqpt PO-6606 673K,Vivo Communication Technology Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),673000.0,
Realme Pvt. IT Eqpt PO-8065 961M,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),961000000.0,
Samsng Ltd. Smart Gadgets PO-4189 463K,Samsung Electronics Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),463000.0,
Redmi Intl. Smart Gadgets PO-1874 628K,Xiaomi Redmi (International),IT Equipment > Smart Gadgets (UNSPSC: 43211500),628000.0,
Honor Ltd. Comm Tools PO-8392 911K,Honor Device Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),911000.0,
Honor Ltd. Smart Gadgets PO-8894 745K,Honor Device Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),745000.0,
Honor Ltd. Smart Gadgets PO-6837 600M,Honor Device Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),600000000.0,
Redmi Intl. Smart Gadgets PO-8794 710M,Xiaomi Redmi (International),IT Equipment > Smart Gadgets (UNSPSC: 43211500),710000000.0,
Samsng Ltd. Comm Tools PO-6291 68K,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),68000.0,
Appl Inc. Mobile Dev PO-4527 663K,Apple Inc.,Mobile Devices > Smartphones (UNSPSC: 43191501),663000.0,
Samsng Ltd. IT Eqpt PO-1111 118M,Samsung Electronics Ltd.,IT Equipment > General (UNSPSC: 43210000),118000000.0,
Appl Inc. Mobile Dev PO-3075 519K,Apple Inc.,Mobile Devices > Smartphones (UNSPSC: 43191501),519000.0,
Realme Pvt. Mobile Dev PO-9256 676K,Realme Pvt. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),676000.0,
Vivo Corp. Comm Tools PO-7926 163M,Vivo Communication Technology Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),163000000.0,
Appl Inc. IT Eqpt PO-2289 245K,Apple Inc.,IT Equipment > General (UNSPSC: 43210000),245000.0,
Honor Ltd. IT Eqpt PO-8612 920M,Honor Device Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),920000000.0,
iQOO Ltd. Mobile Dev PO-1406 81K,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),81000.0,
Realme Pvt. Smart Gadgets PO-8280 995K,Realme Pvt. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),995000.0,
Redmi Intl. Comm Tools PO-9187 736K,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),736000.0,
Samsng Ltd. IT Eqpt PO-3661 891K,Samsung Electronics Ltd.,IT Equipment > General (UNSPSC: 43210000),891000.0,
Oppo Co. Mobile Dev PO-4755 808M,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),808000000.0,
Honor Ltd. IT Eqpt PO-9560 999M,Honor Device Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),999000000.0,
Oppo Co. Smart Gadgets PO-1108 250K,OPPO Electronics Corp.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),250000.0,
Appl Inc. Comm Tools PO-7118 539M,Apple Inc.,Communication Equipment > Tools (UNSPSC: 43191500),539000000.0,
iQOO Ltd. Comm Tools PO-5482 967M,iQOO Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),967000000.0,
Oppo Co. Mobile Dev PO-6830 578M,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),578000000.0,
Samsng Ltd. Comm Tools PO-4459 702K,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),702000.0,
Redmi Intl. Comm Tools PO-4966 624M,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),624000000.0,
Honor Ltd. Mobile Dev PO-1998 461K,Honor Device Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),461000.0,
Samsng Ltd. IT Eqpt PO-9669 106K,Samsung Electronics Ltd.,IT Equipment > General (UNSPSC: 43210000),106000.0,
Samsng Ltd. IT Eqpt PO-1548 146M,Samsung Electronics Ltd.,IT Equipment > General (UNSPSC: 43210000),146000000.0,
iQOO Ltd. Comm Tools PO-7273 251K,iQOO Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),251000.0,
Realme Pvt. IT Eqpt PO-1403 878K,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),878000.0,
Appl Inc. Smart Gadgets PO-1301 982M,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),982000000.0,
iQOO Ltd. Mobile Dev PO-2267 433M,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),433000000.0,
Samsng Ltd. Comm Tools PO-2342 390K,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),390000.0,
Appl Inc. Comm Tools PO-7880 713M,Apple Inc.,Communication Equipment > Tools (UNSPSC: 43191500),713000000.0,
Redmi Intl. IT Eqpt PO-7713 639K,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),639000.0,
iQOO Ltd. Mobile Dev PO-6879 489M,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),489000000.0,
Realme Pvt. Smart Gadgets PO-5557 862M,Realme Pvt. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),862000000.0,
Appl Inc. IT Eqpt PO-1501 690M,Apple Inc.,IT Equipment > General (UNSPSC: 43210000),690000000.0,
Redmi Intl. Mobile Dev PO-9610 861K,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),861000.0,
Appl Inc. Mobile Dev PO-7280 855M,Apple Inc.,Mobile Devices > Smartphones (UNSPSC: 43191501),855000000.0,
Oppo Co. Smart Gadgets PO-8091 150M,OPPO Electronics Corp.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),150000000.0,
Honor Ltd. Mobile Dev PO-1673 184K,Honor Device Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),184000.0,
Honor Ltd. Smart Gadgets PO-5814 448K,Honor Device Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),448000.0,
Redmi Intl. Mobile Dev PO-8383 390M,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),390000000.0,
iQOO Ltd. Mobile Dev PO-9158 529K,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),529000.0,
Appl Inc. IT Eqpt PO-2627 961K,Apple Inc.,IT Equipment > General (UNSPSC: 43210000),961000.0,
Appl Inc. Comm Tools PO-2582 804M,Apple Inc.,Communication Equipment > Tools (UNSPSC: 43191500),804000000.0,
Vivo Corp. IT Eqpt PO-6712 984K,Vivo Communication Technology Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),984000.0,
Oppo Co. IT Eqpt PO-5509 869M,OPPO Electronics Corp.,IT Equipment > General (UNSPSC: 43210000),869000000.0,
Oppo Co. IT Eqpt PO-9095 200K,OPPO Electronics Corp.,IT Equipment > General (UNSPSC: 43210000),200000.0,
Appl Inc. Smart Gadgets PO-7814 319M,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),319000000.0,
Oppo Co. Mobile Dev PO-2065 930M,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),930000000.0,
Appl Inc. Smart Gadgets PO-2982 876K,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),876000.0,
Samsng Ltd. IT Eqpt PO-8309 58K,Samsung Electronics Ltd.,IT Equipment > General (UNSPSC: 43210000),58000.0,
Samsng Ltd. Comm Tools PO-6886 350M,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),350000000.0,
Samsng Ltd. Comm Tools PO-1748 161M,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),161000000.0,
Realme Pvt. Smart Gadgets PO-7019 419M,Realme Pvt. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),419000000.0,
Appl Inc. Smart Gadgets PO-9459 31M,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),31000000.0,
Oppo Co. Smart Gadgets PO-1081 565M,OPPO Electronics Corp.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),565000000.0,
Redmi Intl. Mobile Dev PO-6183 786M,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),786000000.0,
Honor Ltd. Comm Tools PO-3288 927M,Honor Device Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),927000000.0,
Samsng Ltd. Comm Tools PO-7307 267K,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),267000.0,
Honor Ltd. IT Eqpt PO-7660 233K,Honor Device Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),233000.0,
Samsng Ltd. Comm Tools PO-1981 492M,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),492000000.0,
Appl Inc. Comm Tools PO-6106 98M,Apple Inc.,Communication Equipment > Tools (UNSPSC: 43191500),98000000.0,
Realme Pvt. Comm Tools PO-6227 573K,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),573000.0,
Realme Pvt. Comm Tools PO-7038 244K,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),244000.0,
Vivo Corp. IT Eqpt PO-7525 468K,Vivo Communication Technology Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),468000.0,
Redmi Intl. Comm Tools PO-7111 113K,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),113000.0,
Vivo Corp. Comm Tools PO-3700 51M,Vivo Communication Technology Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),51000000.0,
Honor Ltd. Smart Gadgets PO-4774 457M,Honor Device Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),457000000.0,
Oppo Co. Mobile Dev PO-7949 246M,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),246000000.0,
Samsng Ltd. Mobile Dev PO-3592 370K,Samsung Electronics Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),370000.0,
Vivo Corp. IT Eqpt PO-1870 914M,Vivo Communication Technology Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),914000000.0,
Redmi Intl. Smart Gadgets PO-7389 435M,Xiaomi Redmi (International),IT Equipment > Smart Gadgets (UNSPSC: 43211500),435000000.0,
Samsng Ltd. IT Eqpt PO-1196 401K,Samsung Electronics Ltd.,IT Equipment > General (UNSPSC: 43210000),401000.0,
Oppo Co. IT Eqpt PO-7393 363K,OPPO Electronics Corp.,IT Equipment > General (UNSPSC: 43210000),363000.0,
Appl Inc. Mobile Dev PO-1411 433M,Apple Inc.,Mobile Devices > Smartphones (UNSPSC: 43191501),433000000.0,
Oppo Co. Mobile Dev PO-6079 265K,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),265000.0,
Redmi Intl. Smart Gadgets PO-6012 779M,Xiaomi Redmi (International),IT Equipment > Smart Gadgets (UNSPSC: 43211500),779000000.0,
Realme Pvt. IT Eqpt PO-3455 314M,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),314000000.0,
Redmi Intl. Smart Gadgets PO-7947 156K,Xiaomi Redmi (International),IT Equipment > Smart Gadgets (UNSPSC: 43211500),156000.0,
Samsng Ltd. IT Eqpt PO-2759 40K,Samsung Electronics Ltd.,IT Equipment > General (UNSPSC: 43210000),40000.0,
Oppo Co. Mobile Dev PO-1859 256K,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),256000.0,
Honor Ltd. Comm Tools PO-5609 982K,Honor Device Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),982000.0,
Samsng Ltd. Comm Tools PO-9874 351K,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),351000.0,
Samsng Ltd. IT Eqpt PO-8179 389M,Samsung Electronics Ltd.,IT Equipment > General (UNSPSC: 43210000),389000000.0,
Realme Pvt. Smart Gadgets PO-8051 634M,Realme Pvt. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),634000000.0,
Oppo Co. Smart Gadgets PO-2146 962M,OPPO Electronics Corp.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),962000000.0,
Realme Pvt. IT Eqpt PO-4101 236M,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),236000000.0,
Oppo Co. Mobile Dev PO-8694 743K,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),743000.0,
Samsng Ltd. Comm Tools PO-2834 866K,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),866000.0,
Vivo Corp. Mobile Dev PO-5553 185K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),185000.0,
Realme Pvt. Comm Tools PO-1961 819K,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),819000.0,
Appl Inc. Smart Gadgets PO-4049 728M,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),728000000.0,
Honor Ltd. IT Eqpt PO-1180 568M,Honor Device Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),568000000.0,
Redmi Intl. IT Eqpt PO-7298 667M,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),667000000.0,
Oppo Co. Mobile Dev PO-7006 750M,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),750000000.0,
Redmi Intl. Comm Tools PO-9050 905M,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),905000000.0,
iQOO Ltd. IT Eqpt PO-6117 250K,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),250000.0,
Redmi Intl. Mobile Dev PO-1826 790M,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),790000000.0,
Honor Ltd. Mobile Dev PO-6997 982K,Honor Device Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),982000.0,
Appl Inc. Comm Tools PO-8942 63M,Apple Inc.,Communication Equipment > Tools (UNSPSC: 43191500),63000000.0,
Appl Inc. Comm Tools PO-9035 33M,Apple Inc.,Communication Equipment > Tools (UNSPSC: 43191500),33000000.0,
Honor Ltd. Mobile Dev PO-8340 183K,Honor Device Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),183000.0,
Redmi Intl. Mobile Dev PO-1655 897K,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),897000.0,
Redmi Intl. IT Eqpt PO-6362 100M,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),100000000.0,
Oppo Co. IT Eqpt PO-5872 479K,OPPO Electronics Corp.,IT Equipment > General (UNSPSC: 43210000),479000.0,
Appl Inc. Mobile Dev PO-9211 127M,Apple Inc.,Mobile Devices > Smartphones (UNSPSC: 43191501),127000000.0,
Redmi Intl. Comm Tools PO-5302 741M,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),741000000.0,
Appl Inc. Comm Tools PO-4665 89K,Apple Inc.,Communication Equipment > Tools (UNSPSC: 43191500),89000.0,
Samsng Ltd. IT Eqpt PO-6829 69K,Samsung Electronics Ltd.,IT Equipment > General (UNSPSC: 43210000),69000.0,
Realme Pvt. Comm Tools PO-5846 694K,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),694000.0,
Redmi Intl. Comm Tools PO-6301 148K,Xiaomi Redmi (International),Communication Equipment > Tools (UNSPSC: 43191500),148000.0,
Realme Pvt. Smart Gadgets PO-6652 401K,Realme Pvt. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),401000.0,
Samsng Ltd. IT Eqpt PO-6512 998M,Samsung Electronics Ltd.,IT Equipment > General (UNSPSC: 43210000),998000000.0,
Redmi Intl. Mobile Dev PO-5071 655M,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),655000000.0,
iQOO Ltd. IT Eqpt PO-9778 974M,iQOO Ltd.,IT Equipment > General (UNSPSC: 43210000),974000000.0,
Redmi Intl. Mobile Dev PO-8598 658M,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),658000000.0,
Realme Pvt. IT Eqpt PO-8505 917M,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),917000000.0,
Honor Ltd. IT Eqpt PO-9796 461M,Honor Device Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),461000000.0,
Samsng Ltd. Mobile Dev PO-4947 604K,Samsung Electronics Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),604000.0,
iQOO Ltd. Mobile Dev PO-3170 371K,iQOO Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),371000.0,
Realme Pvt. Mobile Dev PO-3390 780M,Realme Pvt. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),780000000.0,
Redmi Intl. IT Eqpt PO-6954 621K,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),621000.0,
Honor Ltd. Smart Gadgets PO-7385 109M,Honor Device Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),109000000.0,
Redmi Intl. Smart Gadgets PO-4402 552K,Xiaomi Redmi (International),IT Equipment > Smart Gadgets (UNSPSC: 43211500),552000.0,
Realme Pvt. IT Eqpt PO-7788 494K,Realme Pvt. Ltd.,IT Equipment > General (UNSPSC: 43210000),494000.0,
Appl Inc. Comm Tools PO-8277 496M,Apple Inc.,Communication Equipment > Tools (UNSPSC: 43191500),496000000.0,
Vivo Corp. IT Eqpt PO-3725 947M,Vivo Communication Technology Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),947000000.0,
Oppo Co. IT Eqpt PO-6686 543M,OPPO Electronics Corp.,IT Equipment > General (UNSPSC: 43210000),543000000.0,
Redmi Intl. Mobile Dev PO-9186 868M,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),868000000.0,
Appl Inc. IT Eqpt PO-4851 642K,Apple Inc.,IT Equipment > General (UNSPSC: 43210000),642000.0,
Honor Ltd. Smart Gadgets PO-4370 956M,Honor Device Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),956000000.0,
Oppo Co. IT Eqpt PO-4744 882K,OPPO Electronics Corp.,IT Equipment > General (UNSPSC: 43210000),882000.0,
Samsng Ltd. Comm Tools PO-4525 71M,Samsung Electronics Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),71000000.0,
Appl Inc. Smart Gadgets PO-5565 718K,Apple Inc.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),718000.0,
Realme Pvt. Comm Tools PO-6210 17M,Realme Pvt. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),17000000.0,
Honor Ltd. Comm Tools PO-5036 948M,Honor Device Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),948000000.0,
Vivo Corp. IT Eqpt PO-6508 484M,Vivo Communication Technology Co. Ltd.,IT Equipment > General (UNSPSC: 43210000),484000000.0,
Honor Ltd. Comm Tools PO-8790 758K,Honor Device Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),758000.0,
iQOO Ltd. Smart Gadgets PO-2284 761M,iQOO Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),761000000.0,
Honor Ltd. Smart Gadgets PO-7989 897M,Honor Device Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),897000000.0,
Vivo Corp. Comm Tools PO-8249 933K,Vivo Communication Technology Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),933000.0,
Vivo Corp. Comm Tools PO-1874 152M,Vivo Communication Technology Co. Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),152000000.0,
Realme Pvt. Smart Gadgets PO-6896 992M,Realme Pvt. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),992000000.0,
Oppo Co. IT Eqpt PO-4308 133K,OPPO Electronics Corp.,IT Equipment > General (UNSPSC: 43210000),133000.0,
Oppo Co. Smart Gadgets PO-3366 365M,OPPO Electronics Corp.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),365000000.0,
Oppo Co. Mobile Dev PO-2228 425K,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),425000.0,
Vivo Corp. Mobile Dev PO-6965 475K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),475000.0,
Appl Inc. Mobile Dev PO-2879 977M,Apple Inc.,Mobile Devices > Smartphones (UNSPSC: 43191501),977000000.0,
Honor Ltd. Smart Gadgets PO-5789 874M,Honor Device Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),874000000.0,
Samsng Ltd. Smart Gadgets PO-7097 430M,Samsung Electronics Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),430000000.0,
Vivo Corp. Mobile Dev PO-6166 818M,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),818000000.0,
Vivo Corp. Mobile Dev PO-4638 111M,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),111000000.0,
iQOO Ltd. Smart Gadgets PO-1658 428M,iQOO Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),428000000.0,
Samsng Ltd. Smart Gadgets PO-2509 617M,Samsung Electronics Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),617000000.0,
Oppo Co. Mobile Dev PO-9160 280K,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),280000.0,
Vivo Corp. Mobile Dev PO-8519 7K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),7000.0,
Vivo Corp. Mobile Dev PO-7639 980K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),980000.0,
Redmi Intl. Mobile Dev PO-7091 615M,Xiaomi Redmi (International),Mobile Devices > Smartphones (UNSPSC: 43191501),615000000.0,
Redmi Intl. IT Eqpt PO-4615 930M,Xiaomi Redmi (International),IT Equipment > General (UNSPSC: 43210000),930000000.0,
iQOO Ltd. Comm Tools PO-4634 743K,iQOO Ltd.,Communication Equipment > Tools (UNSPSC: 43191500),743000.0,
Oppo Co. Mobile Dev PO-7962 818K,OPPO Electronics Corp.,Mobile Devices > Smartphones (UNSPSC: 43191501),818000.0,
Vivo Corp. Smart Gadgets PO-5875 920K,Vivo Communication Technology Co. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),920000.0,
Realme Pvt. Smart Gadgets PO-7369 690K,Realme Pvt. Ltd.,IT Equipment > Smart Gadgets (UNSPSC: 43211500),690000.0,
Vivo Corp. Mobile Dev PO-9774 971K,Vivo Communication Technology Co. Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),971000.0,
Samsng Ltd. Mobile Dev PO-7628 448K,Samsung Electronics Ltd.,Mobile Devices > Smartphones (UNSPSC: 43191501),448000.0,
